t,x,y,crs,NO2
2020-12-20,112.76061919283836,-7.223435430757696,b'',
2020-12-21,112.76061919283836,-7.223435430757696,b'',
2020-12-22,112.76061919283836,-7.223435430757696,b'',
2020-12-23,112.76061919283836,-7.223435430757696,b'',4.90439e-05
2020-12-24,112.76061919283836,-7.223435430757696,b'',
2020-12-25,112.76061919283836,-7.223435430757696,b'',
2020-12-26,112.76061919283836,-7.223435430757696,b'',
2020-12-27,112.76061919283836,-7.223435430757696,b'',
2020-12-28,112.76061919283836,-7.223435430757696,b'',
2020-12-29,112.76061919283836,-7.223435430757696,b'',
2020-12-30,112.76061919283836,-7.223435430757696,b'',
2020-12-31,112.76061919283836,-7.223435430757696,b'',0.00010301164
2021-01-01,112.76061919283836,-7.223435430757696,b'',
2021-01-02,112.76061919283836,-7.223435430757696,b'',
2021-01-03,112.76061919283836,-7.223435430757696,b'',
2021-01-04,112.76061919283836,-7.223435430757696,b'',
2021-01-05,112.76061919283836,-7.223435430757696,b'',
2021-01-06,112.76061919283836,-7.223435430757696,b'',
2021-01-07,112.76061919283836,-7.223435430757696,b'',
2021-01-08,112.76061919283836,-7.223435430757696,b'',
2021-01-09,112.76061919283836,-7.223435430757696,b'',
2021-01-10,112.76061919283836,-7.223435430757696,b'',
2021-01-11,112.76061919283836,-7.223435430757696,b'',
2021-01-12,112.76061919283836,-7.223435430757696,b'',9.131589e-05
2021-01-13,112.76061919283836,-7.223435430757696,b'',
2021-01-14,112.76061919283836,-7.223435430757696,b'',
2021-01-15,112.76061919283836,-7.223435430757696,b'',
2021-01-16,112.76061919283836,-7.223435430757696,b'',
2021-01-17,112.76061919283836,-7.223435430757696,b'',
2021-01-18,112.76061919283836,-7.223435430757696,b'',
2021-01-19,112.76061919283836,-7.223435430757696,b'',
2021-01-20,112.76061919283836,-7.223435430757696,b'',
2021-01-21,112.76061919283836,-7.223435430757696,b'',6.491679e-05
2021-01-22,112.76061919283836,-7.223435430757696,b'',
2021-01-23,112.76061919283836,-7.223435430757696,b'',
2021-01-24,112.76061919283836,-7.223435430757696,b'',
2021-01-25,112.76061919283836,-7.223435430757696,b'',
2021-01-26,112.76061919283836,-7.223435430757696,b'',
2021-01-27,112.76061919283836,-7.223435430757696,b'',
2021-01-28,112.76061919283836,-7.223435430757696,b'',
2021-01-29,112.76061919283836,-7.223435430757696,b'',
2021-01-30,112.76061919283836,-7.223435430757696,b'',
2021-01-31,112.76061919283836,-7.223435430757696,b'',
2021-02-01,112.76061919283836,-7.223435430757696,b'',
2021-02-02,112.76061919283836,-7.223435430757696,b'',
2021-02-03,112.76061919283836,-7.223435430757696,b'',
2021-02-04,112.76061919283836,-7.223435430757696,b'',
2021-02-05,112.76061919283836,-7.223435430757696,b'',
2021-02-06,112.76061919283836,-7.223435430757696,b'',
2021-02-07,112.76061919283836,-7.223435430757696,b'',3.564099e-05
2021-02-08,112.76061919283836,-7.223435430757696,b'',
2021-02-09,112.76061919283836,-7.223435430757696,b'',
2021-02-10,112.76061919283836,-7.223435430757696,b'',
2021-02-11,112.76061919283836,-7.223435430757696,b'',
2021-02-12,112.76061919283836,-7.223435430757696,b'',
2021-02-13,112.76061919283836,-7.223435430757696,b'',3.5628094e-05
2021-02-14,112.76061919283836,-7.223435430757696,b'',
2021-02-15,112.76061919283836,-7.223435430757696,b'',9.013152e-05
2021-02-16,112.76061919283836,-7.223435430757696,b'',9.310342e-05
2021-02-17,112.76061919283836,-7.223435430757696,b'',0.00010614089
2021-02-18,112.76061919283836,-7.223435430757696,b'',6.440841e-05
2021-02-19,112.76061919283836,-7.223435430757696,b'',6.3831736e-05
2021-02-20,112.76061919283836,-7.223435430757696,b'',
2021-02-21,112.76061919283836,-7.223435430757696,b'',4.244163e-05
2021-02-22,112.76061919283836,-7.223435430757696,b'',
2021-02-23,112.76061919283836,-7.223435430757696,b'',
2021-02-24,112.76061919283836,-7.223435430757696,b'',
2021-02-25,112.76061919283836,-7.223435430757696,b'',
2021-02-26,112.76061919283836,-7.223435430757696,b'',4.554401e-05
2021-02-27,112.76061919283836,-7.223435430757696,b'',
2021-02-28,112.76061919283836,-7.223435430757696,b'',
2021-03-01,112.76061919283836,-7.223435430757696,b'',
2021-03-02,112.76061919283836,-7.223435430757696,b'',
2021-03-03,112.76061919283836,-7.223435430757696,b'',
2021-03-04,112.76061919283836,-7.223435430757696,b'',
2021-03-05,112.76061919283836,-7.223435430757696,b'',
2021-03-06,112.76061919283836,-7.223435430757696,b'',
2021-03-07,112.76061919283836,-7.223435430757696,b'',
2021-03-08,112.76061919283836,-7.223435430757696,b'',
2021-03-09,112.76061919283836,-7.223435430757696,b'',8.160191e-05
2021-03-10,112.76061919283836,-7.223435430757696,b'',
2021-03-11,112.76061919283836,-7.223435430757696,b'',
2021-03-12,112.76061919283836,-7.223435430757696,b'',3.8735947e-05
2021-03-14,112.76061919283836,-7.223435430757696,b'',
2021-03-15,112.76061919283836,-7.223435430757696,b'',0.00017731778
2021-03-16,112.76061919283836,-7.223435430757696,b'',
2021-03-17,112.76061919283836,-7.223435430757696,b'',
2021-03-18,112.76061919283836,-7.223435430757696,b'',
2021-03-19,112.76061919283836,-7.223435430757696,b'',6.150708e-05
2021-03-20,112.76061919283836,-7.223435430757696,b'',
2021-03-21,112.76061919283836,-7.223435430757696,b'',6.643145e-05
2021-03-22,112.76061919283836,-7.223435430757696,b'',0.00014253924
2021-03-23,112.76061919283836,-7.223435430757696,b'',6.291992e-05
2021-03-24,112.76061919283836,-7.223435430757696,b'',0.00010761625
2021-03-25,112.76061919283836,-7.223435430757696,b'',
2021-03-26,112.76061919283836,-7.223435430757696,b'',
2021-03-27,112.76061919283836,-7.223435430757696,b'',
2021-03-28,112.76061919283836,-7.223435430757696,b'',
2021-03-29,112.76061919283836,-7.223435430757696,b'',
2021-03-30,112.76061919283836,-7.223435430757696,b'',3.6735833e-05
2021-03-31,112.76061919283836,-7.223435430757696,b'',0.00017437445
2021-04-01,112.76061919283836,-7.223435430757696,b'',
2021-04-02,112.76061919283836,-7.223435430757696,b'',
2021-04-03,112.76061919283836,-7.223435430757696,b'',6.0782193e-05
2021-04-04,112.76061919283836,-7.223435430757696,b'',
2021-04-05,112.76061919283836,-7.223435430757696,b'',7.5132884e-05
2021-04-06,112.76061919283836,-7.223435430757696,b'',
2021-04-07,112.76061919283836,-7.223435430757696,b'',
2021-04-08,112.76061919283836,-7.223435430757696,b'',
2021-04-09,112.76061919283836,-7.223435430757696,b'',
2021-04-10,112.76061919283836,-7.223435430757696,b'',
2021-04-11,112.76061919283836,-7.223435430757696,b'',2.2099679e-05
2021-04-12,112.76061919283836,-7.223435430757696,b'',0.00023603796
2021-04-15,112.76061919283836,-7.223435430757696,b'',4.5285593e-05
2021-04-16,112.76061919283836,-7.223435430757696,b'',4.790599e-05
2021-04-17,112.76061919283836,-7.223435430757696,b'',2.4860023e-05
2021-04-18,112.76061919283836,-7.223435430757696,b'',3.1554096e-05
2021-04-19,112.76061919283836,-7.223435430757696,b'',3.2778415e-05
2021-04-20,112.76061919283836,-7.223435430757696,b'',6.440137e-05
2021-04-21,112.76061919283836,-7.223435430757696,b'',3.0747233e-05
2021-04-22,112.76061919283836,-7.223435430757696,b'',2.9639306e-05
2021-04-23,112.76061919283836,-7.223435430757696,b'',3.0248631e-05
2021-04-24,112.76061919283836,-7.223435430757696,b'',2.3499004e-05
2021-04-25,112.76061919283836,-7.223435430757696,b'',1.6069196e-05
2021-04-26,112.76061919283836,-7.223435430757696,b'',2.8021048e-05
2021-04-27,112.76061919283836,-7.223435430757696,b'',3.0513378e-05
2021-04-28,112.76061919283836,-7.223435430757696,b'',
2021-04-29,112.76061919283836,-7.223435430757696,b'',
2021-05-01,112.76061919283836,-7.223435430757696,b'',2.0988107e-05
2021-05-02,112.76061919283836,-7.223435430757696,b'',1.2476736e-05
2021-05-03,112.76061919283836,-7.223435430757696,b'',1.6914255e-05
2021-05-04,112.76061919283836,-7.223435430757696,b'',
2021-05-05,112.76061919283836,-7.223435430757696,b'',3.1980246e-05
2021-05-06,112.76061919283836,-7.223435430757696,b'',
2021-05-07,112.76061919283836,-7.223435430757696,b'',
2021-05-08,112.76061919283836,-7.223435430757696,b'',4.8715094e-05
2021-05-09,112.76061919283836,-7.223435430757696,b'',5.5118933e-05
2021-05-10,112.76061919283836,-7.223435430757696,b'',1.3826949e-05
2021-05-11,112.76061919283836,-7.223435430757696,b'',2.2528207e-05
2021-05-12,112.76061919283836,-7.223435430757696,b'',2.9274608e-05
2021-05-13,112.76061919283836,-7.223435430757696,b'',
2021-05-14,112.76061919283836,-7.223435430757696,b'',1.9022724e-05
2021-05-15,112.76061919283836,-7.223435430757696,b'',1.1897809e-05
2021-05-16,112.76061919283836,-7.223435430757696,b'',
2021-05-17,112.76061919283836,-7.223435430757696,b'',3.499652e-05
2021-05-18,112.76061919283836,-7.223435430757696,b'',5.302399e-05
2021-05-19,112.76061919283836,-7.223435430757696,b'',
2021-05-20,112.76061919283836,-7.223435430757696,b'',
2021-05-21,112.76061919283836,-7.223435430757696,b'',3.3647604e-05
2021-05-22,112.76061919283836,-7.223435430757696,b'',3.9496485e-05
2021-05-23,112.76061919283836,-7.223435430757696,b'',
2021-05-24,112.76061919283836,-7.223435430757696,b'',1.4236348e-05
2021-05-25,112.76061919283836,-7.223435430757696,b'',4.1816344e-05
2021-05-26,112.76061919283836,-7.223435430757696,b'',2.4919955e-05
2021-05-27,112.76061919283836,-7.223435430757696,b'',2.2673965e-05
2021-05-28,112.76061919283836,-7.223435430757696,b'',
2021-05-29,112.76061919283836,-7.223435430757696,b'',4.1523603e-05
2021-05-30,112.76061919283836,-7.223435430757696,b'',
2021-05-31,112.76061919283836,-7.223435430757696,b'',6.580321e-05
2021-06-01,112.76061919283836,-7.223435430757696,b'',
2021-06-02,112.76061919283836,-7.223435430757696,b'',2.1200052e-05
2021-06-03,112.76061919283836,-7.223435430757696,b'',2.0682193e-05
2021-06-04,112.76061919283836,-7.223435430757696,b'',2.2956645e-05
2021-06-05,112.76061919283836,-7.223435430757696,b'',2.5275278e-05
2021-06-06,112.76061919283836,-7.223435430757696,b'',1.8535906e-05
2021-06-07,112.76061919283836,-7.223435430757696,b'',
2021-06-08,112.76061919283836,-7.223435430757696,b'',3.5652847e-05
2021-06-09,112.76061919283836,-7.223435430757696,b'',2.4906447e-05
2021-06-10,112.76061919283836,-7.223435430757696,b'',3.425689e-05
2021-06-11,112.76061919283836,-7.223435430757696,b'',2.761306e-05
2021-06-12,112.76061919283836,-7.223435430757696,b'',1.8094861e-05
2021-06-13,112.76061919283836,-7.223435430757696,b'',1.7982567e-05
2021-06-14,112.76061919283836,-7.223435430757696,b'',
2021-06-15,112.76061919283836,-7.223435430757696,b'',
2021-06-16,112.76061919283836,-7.223435430757696,b'',-1.4636645e-06
2021-06-17,112.76061919283836,-7.223435430757696,b'',
2021-06-18,112.76061919283836,-7.223435430757696,b'',5.2169748e-05
2021-06-19,112.76061919283836,-7.223435430757696,b'',2.4764206e-05
2021-06-20,112.76061919283836,-7.223435430757696,b'',
2021-06-21,112.76061919283836,-7.223435430757696,b'',5.0331513e-05
2021-06-22,112.76061919283836,-7.223435430757696,b'',2.8049175e-05
2021-06-23,112.76061919283836,-7.223435430757696,b'',
2021-06-24,112.76061919283836,-7.223435430757696,b'',
2021-06-25,112.76061919283836,-7.223435430757696,b'',
2021-06-26,112.76061919283836,-7.223435430757696,b'',2.7160284e-05
2021-06-27,112.76061919283836,-7.223435430757696,b'',2.731616e-05
2021-06-28,112.76061919283836,-7.223435430757696,b'',
2021-06-29,112.76061919283836,-7.223435430757696,b'',1.5399424e-05
2021-06-30,112.76061919283836,-7.223435430757696,b'',2.348001e-05
2021-07-01,112.76061919283836,-7.223435430757696,b'',3.455469e-05
2021-07-02,112.76061919283836,-7.223435430757696,b'',2.1910806e-05
2021-07-03,112.76061919283836,-7.223435430757696,b'',
2021-07-04,112.76061919283836,-7.223435430757696,b'',2.8786355e-05
2021-07-05,112.76061919283836,-7.223435430757696,b'',2.9766672e-05
2021-07-06,112.76061919283836,-7.223435430757696,b'',3.540838e-05
2021-07-07,112.76061919283836,-7.223435430757696,b'',3.7231817e-05
2021-07-08,112.76061919283836,-7.223435430757696,b'',3.399229e-05
2021-07-09,112.76061919283836,-7.223435430757696,b'',1.5337106e-05
2021-07-10,112.76061919283836,-7.223435430757696,b'',
2021-07-11,112.76061919283836,-7.223435430757696,b'',2.0289881e-05
2021-07-12,112.76061919283836,-7.223435430757696,b'',1.7623544e-05
2021-07-13,112.76061919283836,-7.223435430757696,b'',4.2099982e-05
2021-07-14,112.76061919283836,-7.223435430757696,b'',3.1449053e-05
2021-07-15,112.76061919283836,-7.223435430757696,b'',2.7882059e-05
2021-07-16,112.76061919283836,-7.223435430757696,b'',7.106715e-05
2021-07-17,112.76061919283836,-7.223435430757696,b'',
2021-07-18,112.76061919283836,-7.223435430757696,b'',4.521875e-05
2021-07-19,112.76061919283836,-7.223435430757696,b'',
2021-07-20,112.76061919283836,-7.223435430757696,b'',1.8909135e-05
2021-07-21,112.76061919283836,-7.223435430757696,b'',5.2385207e-05
2021-07-22,112.76061919283836,-7.223435430757696,b'',
2021-07-23,112.76061919283836,-7.223435430757696,b'',1.7981172e-05
2021-07-24,112.76061919283836,-7.223435430757696,b'',3.732185e-05
2021-07-25,112.76061919283836,-7.223435430757696,b'',4.4075383e-05
2021-07-26,112.76061919283836,-7.223435430757696,b'',2.021522e-05
2021-07-27,112.76061919283836,-7.223435430757696,b'',2.1072046e-05
2021-07-28,112.76061919283836,-7.223435430757696,b'',1.2266584e-05
2021-07-29,112.76061919283836,-7.223435430757696,b'',3.1129497e-05
2021-07-30,112.76061919283836,-7.223435430757696,b'',3.0014597e-05
2021-07-31,112.76061919283836,-7.223435430757696,b'',3.374146e-05
2021-08-01,112.76061919283836,-7.223435430757696,b'',2.3456245e-05
2021-08-02,112.76061919283836,-7.223435430757696,b'',3.093726e-05
2021-08-03,112.76061919283836,-7.223435430757696,b'',3.6666002e-05
2021-08-04,112.76061919283836,-7.223435430757696,b'',
2021-08-05,112.76061919283836,-7.223435430757696,b'',2.4105502e-05
2021-08-06,112.76061919283836,-7.223435430757696,b'',2.2542677e-05
2021-08-07,112.76061919283836,-7.223435430757696,b'',1.6450993e-05
2021-08-08,112.76061919283836,-7.223435430757696,b'',8.384447e-06
2021-08-09,112.76061919283836,-7.223435430757696,b'',2.1247293e-05
2021-08-10,112.76061919283836,-7.223435430757696,b'',2.776998e-05
2021-08-11,112.76061919283836,-7.223435430757696,b'',2.7674547e-05
2021-08-12,112.76061919283836,-7.223435430757696,b'',2.8689323e-05
2021-08-13,112.76061919283836,-7.223435430757696,b'',2.113184e-05
2021-08-14,112.76061919283836,-7.223435430757696,b'',1.9360199e-05
2021-08-15,112.76061919283836,-7.223435430757696,b'',2.4501685e-05
2021-08-16,112.76061919283836,-7.223435430757696,b'',7.1597037e-06
2021-08-17,112.76061919283836,-7.223435430757696,b'',8.2736005e-06
2021-08-18,112.76061919283836,-7.223435430757696,b'',
2021-08-19,112.76061919283836,-7.223435430757696,b'',
2021-08-20,112.76061919283836,-7.223435430757696,b'',
2021-08-21,112.76061919283836,-7.223435430757696,b'',2.855952e-05
2021-08-22,112.76061919283836,-7.223435430757696,b'',2.9000026e-05
2021-08-23,112.76061919283836,-7.223435430757696,b'',3.1537573e-05
2021-08-24,112.76061919283836,-7.223435430757696,b'',2.1394972e-05
2021-08-25,112.76061919283836,-7.223435430757696,b'',3.4894874e-05
2021-08-26,112.76061919283836,-7.223435430757696,b'',2.9068713e-05
2021-08-27,112.76061919283836,-7.223435430757696,b'',2.9412016e-05
2021-08-28,112.76061919283836,-7.223435430757696,b'',2.9034307e-05
2021-08-29,112.76061919283836,-7.223435430757696,b'',3.739827e-05
2021-08-30,112.76061919283836,-7.223435430757696,b'',
2021-08-31,112.76061919283836,-7.223435430757696,b'',3.2885087e-05
2021-09-01,112.76061919283836,-7.223435430757696,b'',2.1247537e-05
2021-09-02,112.76061919283836,-7.223435430757696,b'',3.2756776e-05
2021-09-03,112.76061919283836,-7.223435430757696,b'',4.043162e-05
2021-09-04,112.76061919283836,-7.223435430757696,b'',4.6659916e-05
2021-09-05,112.76061919283836,-7.223435430757696,b'',
2021-09-06,112.76061919283836,-7.223435430757696,b'',1.410545e-05
2021-09-07,112.76061919283836,-7.223435430757696,b'',3.0498431e-05
2021-09-08,112.76061919283836,-7.223435430757696,b'',1.9149526e-05
2021-09-09,112.76061919283836,-7.223435430757696,b'',3.633077e-05
2021-09-10,112.76061919283836,-7.223435430757696,b'',1.1359769e-05
2021-09-11,112.76061919283836,-7.223435430757696,b'',
2021-09-12,112.76061919283836,-7.223435430757696,b'',
2021-09-13,112.76061919283836,-7.223435430757696,b'',
2021-09-14,112.76061919283836,-7.223435430757696,b'',
2021-09-15,112.76061919283836,-7.223435430757696,b'',2.9515824e-05
2021-09-16,112.76061919283836,-7.223435430757696,b'',2.0948994e-05
2021-09-17,112.76061919283836,-7.223435430757696,b'',1.864856e-05
2021-09-18,112.76061919283836,-7.223435430757696,b'',3.6791174e-05
2021-09-19,112.76061919283836,-7.223435430757696,b'',1.06444e-05
2021-09-20,112.76061919283836,-7.223435430757696,b'',9.033485e-06
2021-09-21,112.76061919283836,-7.223435430757696,b'',
2021-09-22,112.76061919283836,-7.223435430757696,b'',
2021-09-23,112.76061919283836,-7.223435430757696,b'',
2021-09-24,112.76061919283836,-7.223435430757696,b'',
2021-09-25,112.76061919283836,-7.223435430757696,b'',2.8714207e-05
2021-09-26,112.76061919283836,-7.223435430757696,b'',2.1674625e-05
2021-09-27,112.76061919283836,-7.223435430757696,b'',1.3169373e-05
2021-09-28,112.76061919283836,-7.223435430757696,b'',2.1434276e-05
2021-09-29,112.76061919283836,-7.223435430757696,b'',2.9843699e-05
2021-09-30,112.76061919283836,-7.223435430757696,b'',6.6627304e-06
2021-10-01,112.76061919283836,-7.223435430757696,b'',3.9452007e-05
2021-10-02,112.76061919283836,-7.223435430757696,b'',4.3486125e-05
2021-10-03,112.76061919283836,-7.223435430757696,b'',4.3454264e-05
2021-10-04,112.76061919283836,-7.223435430757696,b'',
2021-10-05,112.76061919283836,-7.223435430757696,b'',5.571373e-05
2021-10-06,112.76061919283836,-7.223435430757696,b'',
2021-10-07,112.76061919283836,-7.223435430757696,b'',
2021-10-08,112.76061919283836,-7.223435430757696,b'',2.4263492e-05
2021-10-09,112.76061919283836,-7.223435430757696,b'',2.4460536e-05
2021-10-10,112.76061919283836,-7.223435430757696,b'',2.4838671e-05
2021-10-11,112.76061919283836,-7.223435430757696,b'',4.0794872e-05
2021-10-12,112.76061919283836,-7.223435430757696,b'',3.2231866e-05
2021-10-13,112.76061919283836,-7.223435430757696,b'',3.4664987e-05
2021-10-14,112.76061919283836,-7.223435430757696,b'',3.5536897e-05
2021-10-15,112.76061919283836,-7.223435430757696,b'',
2021-10-16,112.76061919283836,-7.223435430757696,b'',2.2621969e-05
2021-10-17,112.76061919283836,-7.223435430757696,b'',
2021-10-18,112.76061919283836,-7.223435430757696,b'',
2021-10-19,112.76061919283836,-7.223435430757696,b'',
2021-10-20,112.76061919283836,-7.223435430757696,b'',2.9503524e-05
2021-10-21,112.76061919283836,-7.223435430757696,b'',2.0915466e-05
2021-10-22,112.76061919283836,-7.223435430757696,b'',3.2706652e-05
2021-10-23,112.76061919283836,-7.223435430757696,b'',
2021-10-24,112.76061919283836,-7.223435430757696,b'',7.959499e-05
2021-10-25,112.76061919283836,-7.223435430757696,b'',5.4381228e-05
2021-10-26,112.76061919283836,-7.223435430757696,b'',
2021-10-27,112.76061919283836,-7.223435430757696,b'',
2021-10-28,112.76061919283836,-7.223435430757696,b'',
2021-10-29,112.76061919283836,-7.223435430757696,b'',0.0001042277
2021-10-30,112.76061919283836,-7.223435430757696,b'',3.0740888e-05
2021-10-31,112.76061919283836,-7.223435430757696,b'',
2021-11-01,112.76061919283836,-7.223435430757696,b'',
2021-11-02,112.76061919283836,-7.223435430757696,b'',
2021-11-03,112.76061919283836,-7.223435430757696,b'',5.6362627e-05
2021-11-04,112.76061919283836,-7.223435430757696,b'',
2021-11-05,112.76061919283836,-7.223435430757696,b'',
2021-11-06,112.76061919283836,-7.223435430757696,b'',
2021-11-07,112.76061919283836,-7.223435430757696,b'',2.7741846e-05
2021-11-09,112.76061919283836,-7.223435430757696,b'',4.5547036e-05
2021-11-10,112.76061919283836,-7.223435430757696,b'',
2021-11-11,112.76061919283836,-7.223435430757696,b'',
2021-11-12,112.76061919283836,-7.223435430757696,b'',
2021-11-13,112.76061919283836,-7.223435430757696,b'',
2021-11-14,112.76061919283836,-7.223435430757696,b'',
2021-11-15,112.76061919283836,-7.223435430757696,b'',
2021-11-16,112.76061919283836,-7.223435430757696,b'',
2021-11-17,112.76061919283836,-7.223435430757696,b'',
2021-11-18,112.76061919283836,-7.223435430757696,b'',
2021-11-19,112.76061919283836,-7.223435430757696,b'',
2021-11-20,112.76061919283836,-7.223435430757696,b'',
2021-11-21,112.76061919283836,-7.223435430757696,b'',
2021-11-22,112.76061919283836,-7.223435430757696,b'',9.116867e-05
2021-11-23,112.76061919283836,-7.223435430757696,b'',0.00015084642
2021-11-24,112.76061919283836,-7.223435430757696,b'',
2021-11-25,112.76061919283836,-7.223435430757696,b'',
2021-11-26,112.76061919283836,-7.223435430757696,b'',
2021-11-27,112.76061919283836,-7.223435430757696,b'',
2021-11-28,112.76061919283836,-7.223435430757696,b'',
2021-11-29,112.76061919283836,-7.223435430757696,b'',
2021-11-30,112.76061919283836,-7.223435430757696,b'',
2021-12-01,112.76061919283836,-7.223435430757696,b'',
2021-12-02,112.76061919283836,-7.223435430757696,b'',
2021-12-03,112.76061919283836,-7.223435430757696,b'',
2021-12-04,112.76061919283836,-7.223435430757696,b'',
2021-12-05,112.76061919283836,-7.223435430757696,b'',
2021-12-06,112.76061919283836,-7.223435430757696,b'',
2021-12-07,112.76061919283836,-7.223435430757696,b'',
2021-12-08,112.76061919283836,-7.223435430757696,b'',
2021-12-09,112.76061919283836,-7.223435430757696,b'',9.204298e-05
2021-12-10,112.76061919283836,-7.223435430757696,b'',
2021-12-11,112.76061919283836,-7.223435430757696,b'',
2021-12-12,112.76061919283836,-7.223435430757696,b'',8.5425876e-05
2021-12-13,112.76061919283836,-7.223435430757696,b'',
2021-12-14,112.76061919283836,-7.223435430757696,b'',
2021-12-15,112.76061919283836,-7.223435430757696,b'',
2021-12-16,112.76061919283836,-7.223435430757696,b'',
2021-12-17,112.76061919283836,-7.223435430757696,b'',
2021-12-18,112.76061919283836,-7.223435430757696,b'',
2021-12-19,112.76061919283836,-7.223435430757696,b'',2.2142784e-05
2021-12-20,112.76061919283836,-7.223435430757696,b'',
2021-12-21,112.76061919283836,-7.223435430757696,b'',
2021-12-22,112.76061919283836,-7.223435430757696,b'',0.00011803113
2021-12-23,112.76061919283836,-7.223435430757696,b'',0.00012402718
2021-12-24,112.76061919283836,-7.223435430757696,b'',9.420684e-05
2021-12-25,112.76061919283836,-7.223435430757696,b'',
2021-12-26,112.76061919283836,-7.223435430757696,b'',
2021-12-27,112.76061919283836,-7.223435430757696,b'',
2021-12-28,112.76061919283836,-7.223435430757696,b'',9.673524e-05
2021-12-29,112.76061919283836,-7.223435430757696,b'',
2021-12-30,112.76061919283836,-7.223435430757696,b'',
2021-12-31,112.76061919283836,-7.223435430757696,b'',
2022-01-01,112.76061919283836,-7.223435430757696,b'',
2022-01-02,112.76061919283836,-7.223435430757696,b'',
2022-01-03,112.76061919283836,-7.223435430757696,b'',
2022-01-04,112.76061919283836,-7.223435430757696,b'',
2022-01-05,112.76061919283836,-7.223435430757696,b'',
2022-01-06,112.76061919283836,-7.223435430757696,b'',
2022-01-07,112.76061919283836,-7.223435430757696,b'',
2022-01-08,112.76061919283836,-7.223435430757696,b'',5.196747e-05
2022-01-09,112.76061919283836,-7.223435430757696,b'',
2022-01-10,112.76061919283836,-7.223435430757696,b'',0.00011575204
2022-01-12,112.76061919283836,-7.223435430757696,b'',
2022-01-13,112.76061919283836,-7.223435430757696,b'',
2022-01-14,112.76061919283836,-7.223435430757696,b'',
2022-01-15,112.76061919283836,-7.223435430757696,b'',
2022-01-17,112.76061919283836,-7.223435430757696,b'',
2022-01-18,112.76061919283836,-7.223435430757696,b'',
